IPLAN	ICURSO	TITULO	ITEMA	IRECURSO	BACTIVO	IUSUARIOCRE	IAPPCRE	IPCRE	FHCRE	IUSUARIOULT	IAPPULT	IPULT	FHULT
025042	CP40MOD090	Ejemplo 2 Abono a cuenta por cobrar											
010015	CP40MOD090	Explicación conceptual de la automatización de operaciones											
020014	CP40MOD090	Configuración de conceptos de liquidación a las cuentas											
021015	CP40MOD090	Ejemplo 1 pagos											
022011	CP40MOD090	Ejemplo 1 Operación de ingresos											
027011	CP40MOD090	Ejemplo 1 crear crédito o anticipo (CxP)											
027012	CP40MOD090	Ejemplo 2 Prestamo del banco											
029015	CP40MOD090	Ejemplo 1 traslado de fondos											
020011	CP40MOD093	Tabla de definición de fechas de pago											
020012	CP40MOD093	Catálogo de tipos de entidades para terceros											
020013	CP40MOD093	Catálogo de bancos y tipos de cuentas bancarias											
030011	CP40MOD093	Ejemplo 1 Operación de nómina contable con novedades causadas por pagar											
030012	CP40MOD093	Configuración de conceptos de nómina directamente en la operacion de nómina contable											
030025	CP40MOD093	Ejemplo 1 Operación de novedades de nómina											
030016	CP40MOD120	Ejemplo 1 Configuración del formato del extracto bancario											
050015	CP40MOD100	Tabla comparativa de ejecución presupuestal por años y meses											
010011	CP40MOD385	Reseña histórica de las hojas electrónicas											
010012	CP40MOD385	Generalidades de ContaExcel Add In											
010013	CP40MOD385	Cómo instalar ContaExcel Add In											
010014	CP40MOD385	Cómo obtener ayuda en ContaExcel Add In											
010021	CP40MOD385	Explicación cinta de opciones ContaExcel											
020015	CP40MOD385	Ejemplos de uso de funciones de ContaExcel Add-In											
020021	CP40MOD385	Repaso de fórmulas en Excel											
020022	CP40MOD385	Repaso - Referencia relativa a celdas											
020023	CP40MOD385	Repaso - Referencia absoluta a celdas											
020031	CP40MOD385	Ejemplo - Función Saldo Cuenta											
020032	CP40MOD385	Ejemplo - Función Nombre Cuenta											
030021	CP40MOD385	Manejo de fechas - Inicio y fin de un mes											
030022	CP40MOD385	Funciones Último día mes, Primer día mes											
030023	CP40MOD385	Función Nombre mes											
040011	CP40MOD385	Función Movimiento cuenta con múltiples cuentas											
040012	CP40MOD385	Función Movimiento cuenta - Ejemplo Balance general											
040013	CP40MOD385	Ejemplo Movimiento cuenta incluida la empresa y el CC											
040014	CP40MOD385	Ejemplo Movimiento cuenta - Ingresos y gastos por CC											
040015	CP40MOD385	Ejemplo Análisis de movimiento de cuentas											
040035	CP40MOD385	Función Movimiento cuenta valor 1											
010041	CP40MOD530	Trailer ContaPyme móvil - Licencia financiera y contable											
010042	CP40MOD530	Trailer ContaPyme móvil - Licencia vendedor											
020021	CP40MOD530	Configuración de información financiera por tipo de tercero											
030025	CP40MOD530	Configurando la operación de pedidos desde ContaPyme de escritorio											
040025	CP40MOD530	Creación de favoritos financieros de múltiples cuentas y filtros											
050011	CP40MOD530	Ejemplo de consulta de un reporte de Cartera											
050012	CP40MOD530	Ejemplo de consulta de un reporte de Ventas											
070011	CP40MOD530	Explicación de la arquitectura de la aplicación											
070012	CP40MOD530	¿Dónde instalar el Agente de Servicios web?											
070021	CP40MOD530	¿Qué se hace en la apertura y enrutamiento de puertos?											
070022	CP40MOD530	Configuración de enrutamiento de puertos											
070031	CP40MOD530	Instalación de múltiples Agentes de Servicios web											
070032	CP40MOD530	Acciones adicionales a realizar en un Agente de Servicios web											
010015	CP40MOD620	Diapositivas: Introducción Curso NIIF Súper fáciles con ContaPyme											
010025	CP40MOD620	Diapositivas: Conceptos y principios generales NIIF											
020015	CP40MOD620	Diapositivas: Adecuación inicial ContaPyme / AgroWin NIIF											
020025	CP40MOD620	Diapositivas: Segunda parte - Adecuación inicial ContaPyme / AgroWin NIIF											
020035	CP40MOD620	Diapositivas: Presentación de estados financieros ContaPyme / AgroWin NIIF											
030015	CP40MOD620	Diapositivas: Notas y revelaciones NIIF Súper fáciles con ContaPyme											
040015	CP40MOD620	Diapositivas sesión 1: Propiedad, planta y equipo NIIF Súper fáciles con ContaPyme											
040025	CP40MOD620	Diapositivas sesión 2: Propiedad, planta y equipo NIIF Súper fáciles											
050015	CP40MOD620	Diapositivas: Activos intangibles curso NIIF Súper fáciles con ContaPyme											
060015	CP40MOD620	Diapositivas: Inventarios primera sesión - Curso NIIF Súper fáciles											
060025	CP40MOD620	Diapositivas: Inventarios segunda sesión - Curso NIIF Súper fáciles con ContaPyme											
070015	CP40MOD620	Diapositivas: Conversión de la moneda extranjera											
080015	CP40MOD620	Diapositivas: Estado de flujos de efectivo - Curso NIIF súper fáciles con ContaPyme											
090015	CP40MOD620	Diapositivas: Sesión 1 Adopción por primera vez NIIF											
090025	CP40MOD620	Diapositivas: Adopción por primera vez - Sesión 2 - Curso NIIF Súper fáciles											
040021	CP40MOD100	Informe Ejecución presupuestal por año											
040022	CP40MOD100	Informe Ejecución presupuestal comparativo											
027021	CP40MOD090	Ejemplo 1 abono a cuentas por pagar											
028011	CP40MOD090	Ejemplo 1 gasto diferido											
028035	CP40MOD090	Ejemplo 1 ingresos recibidos por anticipado											
010	CP40SEM010	Introducción NIIF											
010010	CP40SEM010	Introducción a las NIIF - Complementario											
020	CP40SEM010	Presentación Estados Financieros											
020010	CP40SEM010	Presentación de estados financieros 											
030	CP40SEM010	Moneda extranjera											
030010	CP40SEM010	Moneda Extranjera - Complementario											
040	CP40SEM010	Estado de Flujos de Efectivo											
040010	CP40SEM010	Flujos de efectivo - Complementario											
050	CP40SEM010	Inventarios NIIF											
050010	CP40SEM010	Inventarios NIIF - Complementario											
050020	CP40SEM010	Inventarios NIIF Ejercicios Parte I - Complementario											
050030	CP40SEM010	Inventarios NIIF Ejercicios Parte II - Complementario											
060	CP40SEM010	Instrumentos financieros											
060010	CP40SEM010	Instrumentos financieros - Complementario											
010	CP40SEM020	Introducción a las NIIF											
010010	CP40SEM020	Introducción a las NIIF											
015	CP40SEM020	Análisis de la norma contable 											
015010	CP40SEM020	Análisis de la norma contable colombiana Vs las NIIF											
020	CP40SEM020	Adecuación inicial NIIF											
020010	CP40SEM020	Adecuación ContaPyme NIIF Parte II											
025	CP40SEM020	PUC contextualizado											
025010	CP40SEM020	Puc contextualizado NIIF 											
030	CP40SEM020	Estados financieros											
030010	CP40SEM020	Presentación estados financieros NIIF											
035	CP40SEM020	Políticas, notas y revelaciones											
035010	CP40SEM020	Políticas, notas y revelaciones teoría - Complemetario											
035020	CP40SEM020	Políticas, notas y revelaciones - ejercicios - Complemetario											
040	CP40SEM020	Propiedad, planta y equipo											
040010	CP40SEM020	Propiedad, planta y equipo Teoria - Complemetario											
040020	CP40SEM020	Propiedad, planta y equipo Ejercicios Parte I - Complementario											
040030	CP40SEM020	Propiedad, planta y equipo Ejercicios Parte II - Complementario											
045	CP40SEM020	Inventarios NIIF											
045010	CP40SEM020	Inventarios NIIF 											
045020	CP40SEM020	Inventarios NIIF Ejercicios Parte I											
045030	CP40SEM020	Inventarios NIIF Ejercicios Parte II											
050	CP40SEM020	Moneda extranjera - Flujos de efectivo											
050010	CP40SEM020	Moneda Extranjera - Flujos de efectivo 											
050030	CP40SEM020	Flujos de efectivo Ejercicios 											
050020	CP40SEM020	Moneda Extranjera Ejercicios 											
055	CP40SEM020	Deterioro de cartera											
055010	CP40SEM020	Deterioro de cartera teoría											
055020	CP40SEM020	Deterioro de cartera Ejercicios 											
060	CP40SEM020	Adopción por primera vez											
060010	CP40SEM020	Adopción por primera vez ejercicios parte I											
060020	CP40SEM020	Adopción por primera vez ejercicios parte II 											
065	CP40SEM020	Matemáticas financieras											
065010	CP40SEM020	Conceptos y práctica de las matemáticas financieras requeridas para las NIIF 											
065020	CP40SEM020	Instrumentos financieros											
010	AW40MOD100	INTRODUCCIÓN A AGROWIN											
010010	AW40MOD100	Concepción de AgroWin y definición de costos											
010011	AW40MOD100	Estructura de costeo - Definición de los recursos sacrificados											
010012	AW40MOD100	Estructura de costeo - Definición del destino de los recursos											
010013	AW40MOD100	Obtención de costos											
010020	AW40MOD100	Configuración de catálogos adicionales											
010021	AW40MOD100	Toma de datos											
010030	AW40MOD100	Informes contables											
010031	AW40MOD100	Informes de costos											
010032	AW40MOD100	Informes de inventarios											
010033	AW40MOD100	Informes gráficos											
010022	AW40MOD100	Registro de la información											
010	AW40MOD110	CREACIÓN DE LA FINCA											
010010	AW40MOD110	Conceptualización de los centros de costos de la finca											
010011	AW40MOD110	Creación de la finca y sus sedes											
010012	AW40MOD110	Creación de las categorías y los centros de costos de la finca											
010	AW40MOD120	INTRODUCCIÓN PRELIMINAR A COSTOS											
010010	AW40MOD120	Contabilidad de costos											
010020	AW40MOD120	Concepto de costo											
010021	AW40MOD120	Clasificacion de los costos											
020	AW40MOD120	PLAN DE CUENTAS											
020021	AW40MOD120	Generalidades del plan de cuentas											
020022	AW40MOD120	Cuentas de gastos empresariales											
020023	AW40MOD120	Cuentas de costos directos de producción											
020024	AW40MOD120	Cuentas de costos indirectos de producción											
020025	AW40MOD120	Cuentas de ingresos											
030	AW40MOD120	INFORMES DE COSTOS											
030010	AW40MOD120	Generalidades de los informes											
030011	AW40MOD120	Informes de estados de resultados											
030012	AW40MOD120	Informes de ejecucion presupuestal											
030013	AW40MOD120	Informes de costos de producción											
010	AW40MOD130	INTRODUCCIÓN ACTIVIDADES Y LABORES											
010010	AW40MOD130	Presentación Actividades y Labores Agropecuarias											
010011	AW40MOD130	Componentes principales módulo de Actividades agropecuarias											
020	AW40MOD130	ACTIVIDADES AGROPECUARIAS											
020010	AW40MOD130	Actividades agropecuarias											
020020	AW40MOD130	Creación de actividades agropecuarias en el sistema											
020021	AW40MOD130	Plan de cuentas de mano de obra											
030	AW40MOD130	LABORES AGROPECUARIAS											
030010	AW40MOD130	Labores agropecuarias											
030011	AW40MOD130	Creación de labores agropecuarias en el sistema											
040	AW40MOD130	CONTRATOS DE LABORES											
040010	AW40MOD130	Contratos de labores											
040011	AW40MOD130	Creación de los contratos de labores en el sistema											
050	AW40MOD130	PLANILLA DE LABORES											
050010	AW40MOD130	Planilla de labores											
050011	AW40MOD130	La planilla de labores en el sistema											
050012	AW40MOD130	Efecto de la planilla de labores en los informes											
010	AW40MOD140	PRESENTACIÓN MANEJO DE INSUMOS Y MATERIALES											
020	AW40MOD140	CONCEPTO DE BODEGA DE INSUMOS Y MATERIALES											
030	AW40MOD140	CONCEPTO DE GRUPO DE INVENTARIO DE INSUMOS Y MATERIALES											
040	AW40MOD140	CONCEPTO DE ELEMENTO DE CONTROL DE INSUMOS Y MATERIALES											
050	AW40MOD140	OPERACIÓN DE COMPRA DE INSUMOS Y MATERIALES											
060	AW40MOD140	OPERACIÓN DE USO DE INSUMOS Y MATERIALES											
010	AW40MOD150	MANEJO DE MAQUINARIA Y EQUIPO											
010010	AW40MOD140	Presentación manejo de costos de insumos y materiales											
020010	AW40MOD140	Concepto de bodega											
020011	AW40MOD140	Creación de bodegas en el sistema											
030010	AW40MOD140	Concepto de grupo de inventario											
030011	AW40MOD140	Creación de grupos de inventario en el sistema											
040010	AW40MOD140	Concepto de elemento de control											
040011	AW40MOD140	Creación de elementos de control en el sistema											
050010	AW40MOD140	Conceptualización operación compra insumos y materiales											
050011	AW40MOD140	Creación de la operación de compra de insumos											
050012	AW40MOD140	Efecto de la operación de compra de insumos en los informes											
060010	AW40MOD140	Conceptualización operación planilla de uso de insumos y materiales											
060011	AW40MOD140	Creación de la operación de uso de insumos											
060012	AW40MOD140	Efecto de la operación de uso de insumos en los informes											
010010	AW40MOD150	Maquinaria y Equipo generalidades											
010011	AW40MOD150	Maquinaria y Equipo - Creación de CC de M&E											
010012	AW40MOD150	Maquinaria y Equipo manejo de costos											
010013	AW40MOD150	Maquinaria y Equipo - Creación de distribuidores											
010014	AW40MOD150	Maquinaria y Equipo - Asignación de distribuidores											
010015	AW40MOD150	Maquinaria y Equipo - Ej. Asignación y distribución de costos											
010	AW40MOD160	INTRODUCCIÓN											
010010	AW40MOD160	Introducción a las metodologías de costeo											
020	AW40MOD160	TIPOS Y MÉTODOS DE COSTEO											
020010	AW40MOD160	Tipos de costo y métodos de costeo											
020011	AW40MOD160	Metodos de costos parciales											
020012	AW40MOD160	Generalidades de los métodos de costeo total											
020013	AW40MOD160	Metodo de costos completos o por absorción											
020014	AW40MOD160	Método de costeo por secciones homogéneas											
010	AW40MOD170	MÉTODO DE COSTOS PARCIALES											
010010	AW40MOD170	Metodos de costos parciales											
010	AW40MOD180	INTRODUCCIÓN											
010010	AW40MOD180	Presentación manejo de productos											
010011	AW40MOD180	Componentes principales											
020	AW40MOD180	CONCEPTO DE BODEGA DE PRODUCTOS											
020010	AW40MOD180	Bodega de productos											
020011	AW40MOD180	Creación de bodegas de productos en el sistema											
030	AW40MOD180	CONCEPTO GRUPO DE INVENTARIO PRODUCTO TERMINADO											
030010	AW40MOD180	Concepto de grupo de inventario del tipo producto terminado											
030011	AW40MOD180	Creación de grupos de inventario del tipo producto terminado											
040	AW40MOD180	CONCEPTO DE ELEMENTO DE INVENTARIO PRODUCTO TERMINADO											
040010	AW40MOD180	Concepto de elemento de inventario del tipo producto terminado											
060	AW40MOD180	OPERACIÓN DE VENTAS											
040011	AW40MOD180	Creación de elementos de inventario del tipo producto terminado											
050	AW40MOD180	OPERACIÓN DE EMBODEGAMIENTO											
050010	AW40MOD180	Conceptualización											
050011	AW40MOD180	Creacion de la operacion de embodegamiento en el sistema											
050012	AW40MOD180	Efecto de la operación de embodegamiento en los informes											
060010	AW40MOD180	Conceptualización											
060011	AW40MOD180	Creación de la operación de ventas											
060012	AW40MOD180	Efecto de la operación de ventas en los informes del sistema											
010	AW40MOD190	INTRODUCCIÓN											
010010	AW40MOD190	Cultivos transitorios											
020	AW40MOD190	MANEJO CULTIVOS TRANSITORIOS											
020010	AW40MOD190	Imputación de costos											
020011	AW40MOD190	Manejo de la producción											
020012	AW40MOD190	Informes											
020013	AW40MOD190	Erradicación											
010	AW40MOD200	INTRODUCCIÓN											
010010	AW40MOD200	Cultivos perennes											
010011	AW40MOD200	Ciclos de costos											
010012	AW40MOD200	Concepto de inversión											
020	AW40MOD200	MANEJO DE CULTIVOS PERENNES											
020010	AW40MOD200	Creación de un cultivo perenne											
020011	AW40MOD200	Etapa de desarrollo											
020012	AW40MOD200	Etapa productiva manejo de costos											
020013	AW40MOD200	Etapa productiva Manejo de la producción											
020014	AW40MOD200	Cierre de ciclo de costos											
020015	AW40MOD200	Zoca o erradicación de cultivos perennes											
020016	AW40MOD200	Informes en cultivos perennes											
010	AW40MOD220	INTRODUCCIÓN											
020	AW40MOD220	CONCEPTO DE BODEGA DE PRODUCTOS											
030	AW40MOD220	CONCEPTO DE GRUPO DE INVENTARIO PRODUCTO TERMINADO											
040	AW40MOD220	CONCEPTO DE ELEMENTO DE INVENTARIO PRODUCTO TERMINADO											
050	AW40MOD220	OPERACIÓN DE EMBODEGAMIENTO											
060	AW40MOD220	OPERACIÓN DE VENTAS											
010011	AW40MOD220	Presentación Manejo de productos											
010012	AW40MOD220	Componentes principales modulo manejo de productos											
020011	AW40MOD220	Concepto de bodega de productos											
020012	AW40MOD220	Creación de bodegas de productos en el sistema											
030011	AW40MOD220	Concepto de grupo de inventario del tipo producto terminado											
030012	AW40MOD220	Creación de grupos de inventario del tipo producto terminado											
050011	AW40MOD220	Conceptualización											
040011	AW40MOD220	Concepto de elemento de inventario del tipo producto terminado											
040012	AW40MOD220	Creación de elementos de inventario del tipo producto terminado en el sistema											
050012	AW40MOD220	Creación de la operación de embodegamiento											
050013	AW40MOD220	Efecto de la operación de embodegamiento en los informes											
060011	AW40MOD220	Conceptualización											
060012	AW40MOD220	Creación de la operación de ventas											
060013	AW40MOD220	Efecto de la operación de venta en los informes											
010	AW40MOD250	INTRODUCCIÓN											
020	AW40MOD250	MANEJO CULTIVOS TRANSITORIOS											
010011	AW40MOD250	Cultivos transitorios											
020011	AW40MOD250	Imputación de costos											
020012	AW40MOD250	Manejo de la producción											
020013	AW40MOD250	Informes											
020014	AW40MOD250	Erradicación de un cultivo transitorio											
010	AW40MOD260	INTRODUCCIÓN											
020	AW40MOD260	MANEJO DE CULTIVOS PERENNES											
010011	AW40MOD260	Cultivos perennes											
010012	AW40MOD260	Ciclos de vida, contables y de costos											
010013	AW40MOD260	Concepto de inversión de la etapa de desarrollo											
060040	CP40MOD130	Operación de embodegamiento de productos											
060051	CP40MOD130	Operación de deterioro de inventarios											
060052	CP40MOD130	Ejemplo 1: operación de deterioro de inventarios											
090011	CP40MOD130	Ejemplo 1: operación de cargue inicial de inventarios											
090012	CP40MOD130	Conversión de costos locales a NIIF											
060053	CP40MOD130	Reversión de deterioro de inventarios											
060050	CP40MOD130	¿Qué es el deterioro de inventarios?											
080020	CP40MOD130	Otros informes de inventarios											
080017	CP40MOD130	Informe de análisis de costo promedio ponderado											
015051	CP40MOD140	Actualización de listas de precios automática en bloque											
015052	CP40MOD140	Actualización de listas de precios manual											
015010	CP40MOD140	Explicación conceptual manejo de listas de precios											
015025	CP40MOD140	Nivel de listas de precios											
015080	CP40MOD140	Margen y porcentaje de utilidad											
110	CP40MOD140	DEPARTAMENTOS O LÍNEAS											
110020	CP40MOD140	Catálogo de departamentos o líneas											
110040	CP40MOD140	Clasificación de los elementos de inventario por departamento o línea											
110050	CP40MOD140	Generación de informes filtrados por departamentos o líneas											
110060	CP40MOD140	Seguridad de datos a nivel de departamentos o líneas											
120	CP40MOD140	PERSONALIZACIÓN DE CUENTAS											
120010	CP40MOD140	Explicación conceptual personalización de cuentas											
120020	CP40MOD140	Activación y configuración de la personalización de cuentas											
120030	CP40MOD140	Ejemplo 1 personalización de cuentas											
020100	CP40MOD170	Ejemplo 1 Facturación basada en una cotización											
020110	CP40MOD170	Ejemplo 2 Facturacion basada en un pedido del cliente											
020120	CP40MOD170	Ejemplo 3 Facturación basada en una remisión al cliente											
060	CP4CV0617	Conciliación bancaria manual y automática											
070	CP4CV0617	ContaExcel											
080	CP4CV0617	Móvil gerencial											
010010	CP4CV0617	Capacitación Contapyme Junio 2017 - Sistema básico											
020010	CP4CV0617	Capacitación ContaPyme Junio 2017 - Contabilidad básico											
030010	CP4CV0617	Capacitación ContaPyme Junio 2017 - Cartera y proveedores											
040010	CP4CV0617	Capacitación ContaPyme Junio 2017 - Automatización de documentos											
050010	CP4CV0617	Capacitación ContaPyme Junio 2017 - Nómina contable											
060010	CP4CV0617	Capacitación ContaPyme Junio 2017 - Conciliación bancaria manual y automática											
070010	CP4CV0617	Capacitación ContaPyme Junio 2017 - ContaExcel											
080010	CP4CV0617	Capacitación ContaPyme Junio 2017 - Móvil gerencial											
040030	CP40MOD170	Inventario físico - Saldos de inventarios											
045	CP40MOD170	EXPLORADORES											
045010	CP40MOD170	Explorador detalle inventarios plus											
045020	CP40MOD170	Explorador de inventarios plus											
025005	AW40JCV917	Costos Indirectos 											
010	AW40JCV917	INVENTARIOS											
030	AW40JCV917	CULTIVOS											
030010	AW40JCV917	Cultivos perennes											
030005	AW40JCV917	Cultivos transitorios											
035	AW40JCV917	CONTABILIDAD											
035005	AW40JCV917	Contabilidad											
020	AW40JCV917	ACTIVIDADES Y LABORES											
020005	AW40JCV917	Mano de obra I											
020010	AW40JCV917	Mano de obra II											
005	AW40JCV917	SISTEMA BÁSICO											
005005	AW40JCV917	Introducción a AgroWin y Sistema Básico I											
040	AW40JCV917	CARTERA Y PROVEEDORES											
040005	AW40JCV917	Cartera y Proveedores											
010005	AW40JCV917	Inventarios básico											
015	AW40JCV917	INTRODUCCIÓN A COSTOS Y COSTEO DE INSUMOS											
015005	AW40JCV917	Introducción a costos y costeo de insumos											
005010	AW40JCV917	Creación de la finca y sus recursos - Sistema Básico II											
045	AW40JCV917	AUTOMATIZACIÓN DE DOCUMENTOS											
045005	AW40JCV917	Automatización de documentos											
005	CCDECREN17	Decalaración de renta, un enfoque para Personas Naturales											
005005	CCDECREN17	Declaración de renta para Personas Naturales I											
005	CCREFTRIMF	REFORMA TRIBUTARIA - MÁS FÁCIL											
005010	CCDECREN17	Declaración de renta para Personas Naturales II											
005	CCCONSCONT	CONSULTORIO CONTABLE DE PREGUNTAS - PRESENTACIÓN DE MEDIOS MAGNÉTICOS											
005005	CCCONSCONT	Consultorio contable de preguntas - Presentación de los Medios Magnéticos											
005005	CCREFTRIMF	Reforma Tributaria Personas Naturales											
005010	CCREFTRIMF	Reforma Tributaria Personas Jurídicas											
005	CCMEDMAG16	MEDIOS MAGNÉTICOS AÑO GRAVABLE 2016											
005005	CCMEDMAG16	Medios magnéticos año gravable 2016 Teoría I											
005010	CCMEDMAG16	Medios magnéticos año gravable 2016 Teoría II											
005015	CCMEDMAG16	Medios magnéticos año gravable 2016 -Práctica											
025	CCNIIFSF	POLÍTICAS, NOTAS Y REVELACIONES											
025030	CCNIIFSF	Políticas, notas y revelaciones implementación práctica en ContaPyme											
025010	CCNIIFSF	Políticas, notas y revelaciones - Capacitación ContaPyme Septiembre 2017											
025020	CCNIIFSF	Políticas, notas y revelaciones II - Capacitación ContaPyme Septiembre 2017											
005	GESTTELE01	Gestión telefónica											
005005	GESTTELE01	Gestión telefónica - Generalidades, objetivos y alcance											
005010	GESTTELE01	Gestión telefónica - Scritp Servicio al cliente											
005015	GESTTELE01	Gestión telefónica - Vicios idiomáticos, modulación, dicción, pronunciación											
010	TESTAPRIET	Iniciando con ContaPyme											
010010	TESTAPRIET	Presentación general de ContaPyme											
020	TESTAPRIET	Descubriendo la maravilla											
020010	TESTAPRIET	Explicación Teorica - Actualización Medios Magnéticos  - Año 2016											
005	CP4CV1017	SISTEMA BÁSICO											
005005	CP4CV1017	Sistema básico											
015005	CP4CV1017	Cartera y proveedores - Programación de pagos											
010	CP4CV1017	CONTABILIDAD											
010010	CP4CV1017	Contabilidad básico											
015	CP4CV1017	CARTERA Y PROVEEDORES											
020	CP4CV1017	AUTOMATIZACIÓN DE DOCUMENTOS											
020005	CP4CV1017	Automatización de documentos											
020010	CP4CV1017	Nómina contable											
025	CP4CV1017	ACTIVOS FIJOS											
025005	CP4CV1017	Activos Fijos											
030	CP4CV1017	CONCILIACIÓN BANCARIA											
030005	CP4CV1017	Conciliación bancaria manual y automática											
010020	TESTAPRIET	Componente explorador gráfico de la empresa											
010030	TESTAPRIET	Explicación Teorica - Actualización Medios Magnéticos  - Año 2016											
010040	TESTAPRIET	Ejercicios prácticos en ContaPyme - Actualización Medios Magnéticos - Año 2016  											
035	CP4CV1017	INVENTARIOS, COMPRAS Y FACTURACIÓN											
035005	CP4CV1017	Inventarios Básico											
035010	CP4CV1017	Inventarios Comercial											
005	PRESCOMCP	Descubra por qué ContaPyme es la solución que su empresa necesita											
005005	PRESCOMCP	Demostración ContaPyme®											
010020	ZZZZZZZZZZ	Notas de la cotización											
010020005	ZZZZZZZZZZ	Catálogo de observaciones											
010020010	ZZZZZZZZZZ	Adicionar nota a la cotización											
010030	ZZZZZZZZZZ	Formas de envío											
010040	ZZZZZZZZZZ	Formas de pago											
010050	ZZZZZZZZZZ	Días hábiles de trabajo en la cotización											
005	PRIPASDEMO	PRIMEROS PASOS											
005005	PRIPASDEMO	Explorador gráfico de la empresa											
005010	PRIPASDEMO	Catálogo de terceros											
005015	PRIPASDEMO	Plan único de cuentas											
005020	PRIPASDEMO	Manejador de operaciones											
005025	PRIPASDEMO	Informes											
005030	PRIPASDEMO	Sistema de auditoría avanzada - Drill down											
100	VPCONTADOR	SISTEMA BÁSICO											
200	VPCONTADOR	CARTERA Y PROVEEDORES											
250	VPCONTADOR	AUTOMATIZACIÓN DE DOCUMENTOS											
150	VPCONTADOR	CONTABILIDAD BÁSICO											
300	VPCONTADOR	NÓMINA CONTABLE											
350	VPCONTADOR	PRESUPUESTO Y EJECUCIÓN PRESUPUESTAL											
400	VPCONTADOR	FLUJOS DE EFECTIVO											
450	VPCONTADOR	CONCILIACIÓN BANCARIA MANUAL											
500	VPCONTADOR	CONCILIACIÓN BANCARIA AUTOMÁTICA											
550	VPCONTADOR	COMPONENTES COMUNES EN LAS OPERACIONES											
600	VPCONTADOR	INVENTARIOS BÁSICO											
650	VPCONTADOR	INVENTARIOS COMERCIAL											
700	VPCONTADOR	INVENTARIOS PLUS											
100010	VPCONTADOR	Recodificación de un centro de costos											
100015	VPCONTADOR	Consulta de informes a nivel de cc											
100020	VPCONTADOR	Catálogo de terceros											
100025	VPCONTADOR	Filtrado de columna terceros											
100001	VPCONTADOR	Descripción general del módulo											
100002	VPCONTADOR	Creación de la empresa											
100003	VPCONTADOR	Cinta de opciones del explorador gráfico de la empresa											
100004	VPCONTADOR	Concepto de empresa, sedes, categorias y centros de costos											
100005	VPCONTADOR	Importancia de la clasificación legal y tributaria de la empresa											
100006	VPCONTADOR	Acciones a realizar sobre la empresa											
100007	VPCONTADOR	Configuración del explorador gráfico de la empresa											
100008	VPCONTADOR	Creación de un centro de costos											
100009	VPCONTADOR	Acciones básicas sobre un centro de costos											
100011	VPCONTADOR	Recodificación padre centro de costos											
100012	VPCONTADOR	Tipos de centros de costos básicos											
100013	VPCONTADOR	Duplicación de un centro de costos											
100014	VPCONTADOR	Consolidación de un centro de costos											
100016	VPCONTADOR	Vigencia de un centro de costos											
100017	VPCONTADOR	Clase contables de los centros de costos Parte I											
100018	VPCONTADOR	Clases contables de los centros de costos Parte II											
100019	VPCONTADOR	Ejemplos de estructuración de empresas											
100021	VPCONTADOR	Navegación en el catálogo de terceros											
100022	VPCONTADOR	Búsqueda de terceros											
100023	VPCONTADOR	Ordenamiento de terceros											
100024	VPCONTADOR	Agrupación de terceros											
100026	VPCONTADOR	Tipos de terceros											
100027	VPCONTADOR	Personalización clasificación tributaria y legal de terceros											
100028	VPCONTADOR	Perfiles de clasificación tributaria											
100029	VPCONTADOR	Filtrado avanzado de terceros											
100030	VPCONTADOR	Creación de un tercero											
100031	VPCONTADOR	Ejemplo 1 - Creación de un tercero											
100032	VPCONTADOR	Ejemplo 2 - Creación de un tercero											
100033	VPCONTADOR	Modificación de la información de un tercero											
100034	VPCONTADOR	Adición de foto al tercero											
100035	VPCONTADOR	Recodificación de un tercero											
100036	VPCONTADOR	Duplicación de un tercero											
100037	VPCONTADOR	Eliminación de un tercero											
100038	VPCONTADOR	Consolidación de un tercero											
100039	VPCONTADOR	Verificación de un tercero											
100040	VPCONTADOR	Visualización de un tercero											
100041	VPCONTADOR	Tipos de documentos de id de terceros											
100042	VPCONTADOR	Catálogo de paises, deptos y ciudades											
100043	VPCONTADOR	Exportación de terceros a excel											
100044	VPCONTADOR	Importación de terceros desde excel											
100045	VPCONTADOR	Generación de plantilla de importación desde excel											
100046	VPCONTADOR	Cambios en la presentación del catálogo de terceros											
100047	VPCONTADOR	Requerimientos de entrada de datos de terceros											
100048	VPCONTADOR	Manejo del dígito de verificación											
100049	VPCONTADOR	Manejo de nombres y apellidos en campos independientes ó en el mismo campo											
100050	VPCONTADOR	Etiquetas de clasificadores											
100051	VPCONTADOR	Caracteres permitidos en la creación de terceros											
100052	VPCONTADOR	Configuración del digito de verificación											
100053	VPCONTADOR	Catálogo de cuentas											
100054	VPCONTADOR	Codificación de las cuentas											
100055	VPCONTADOR	Clases de cuentas											
100056	VPCONTADOR	Personalización de tipos de cuentas											
100057	VPCONTADOR	Estructura del plan de cuentas											
100058	VPCONTADOR	Tipos de impuestos											
100059	VPCONTADOR	Etiquetas de impuestos											
100060	VPCONTADOR	Creación de una cuenta											
100061	VPCONTADOR	Ejemplo 1 Creación de una cuenta											
100062	VPCONTADOR	Atributos de las cuentas											
100063	VPCONTADOR	Acciones básicas sobre cuentas											
100064	VPCONTADOR	Recodificación de una cuenta											
100065	VPCONTADOR	Duplicación de una cuenta											
100066	VPCONTADOR	Consolidación de cuentas											
100067	VPCONTADOR	Traslado de saldos entre cuentas											
